id;relation;entity1;id1;entity2;id2
317;criticou falta;7874;Dilma Rousseff;241;quórum
318;criticou governo;24;Dilma;9;Temer
319;criticou previsão;1999;Dilma;1584;déficit
320;culpou;1409;Dilma;1022;Cerveró
321;culpou deputado;1999;Dilma;82;Eduardo Cunha
322;da;24;Dilma Rousseff;97;Presidência
323;da;1409;Dilma Rousseff;97;Presidência
324;da;1998;Imprensa;1999;Presidenta Dilma Rousseff
325;da;1999;Dilma;97;Presidência
326;da;4394;Dilma;97;Presidência
327;da;1290;Dilma Rousseff;97;Presidência
328;da;709;Mensagem;7018;Presidenta Dilma
329;da;7870;senhora Presidente;7871;República Dilma Vana Rousseff
330;da;7874;Dilma Rousseff;97;Presidência
331;da;10224;Dilma;97;Presidência
332;da;6;Brasil;10224;Dilma
333;da;10305;Dilma Rousseff;97;Presidência
334;da;11367;Dilma Rousseff;97;Presidência
335;de;413;Renan. Notificação;24;Dilma
336;de;620;MINISTÉRIO;621;DILMA
337;de;606;Defesa;24;Dilma
338;de;180;Fazenda;1290;Dilma
339;de;1205;ASSESSORIA;669;IMPRENSAPRESIDENTA DILMA ROUSSEFF
340;de;18;Senado;1999;Dilma Rousseff
341;de;606;Defesa;1999;Dilma
342;de;413;Renan. Notificação;1999;Dilma
343;de;3698;temporário;1999;Dilma
344;de;3973;Depoimento;1999;Dilma Rousseff
345;de;180;Fazenda;271;Dilma
346;de;1998;Imprensa;4394;Dilma Rousseff
347;de;3973;Depoimento;4394;Dilma
348;de;80;Congresso. Defesa;4394;Dilma
349;de;5557;Interrogatório;4394;Dilma Rousseff
350;de;385;Agricultura;5680;Dilma
351;de;3973;Depoimento;5680;Dilma Rousseff
352;de;5557;Interrogatório;5680;Dilma Rousseff
353;de;7935;Dilma. Aliados;7874;Dilma
354;de;380;JULGAMENTO;621;DILMA
355;de;236;Impeachment;8772;Dilma Roussef. Brasília
356;de;4964;PT;7874;Dilma
357;de;2314;Processo;4;Dilma
358;de;413;Renan. Notificação;7874;Dilma
359;de;385;Agricultura;7874;Dilma
360;de;10224;Dilma. Desafeto;1412;Cunha
361;de;606;Defesa;10224;Dilma
362;de;3973;Depoimento;11367;Dilma
363;de;6823;DEFESA;2481;DILMA APRESENTA PARECER CONTÁBIL DIVERGENTE
364;de;12477;Advogado;10305;Dilma Rousseff
365;de;606;Defesa;10305;Dilma
366;decida comparecer;24;Dilma Rousseff;18;Senado
367;decida comparecer;7874;Dilma Rousseff;18;Senado
368;decidir afasta;80;Congresso;1290;Dilma Rousseff
369;decidir afastamento;1550;Caiado;1409;Dilma
370;decidir afastamento;18;Senado;4394;Dilma
371;decidir impeachment;18;Senado;10305;Dilma.
372;decidirem afastar;135;Planalto;1999;Dilma
373;decidiu afastar;18;Senado;24;Dilma Rousseff
374;decidiu afastar;18;Senado;1999;Dilma
375;decidiu afastar;18;Senado;4394;Dilma
376;decidiu afastar;18;Senado;1290;Dilma Rousseff
377;decidiu afastar;18;Senado;7874;Dilma
378;decidiu encontrar;6;Brasília;4;Dilma.
379;decidiu impedir;21;Casa;1409;Dilma
380;decidiu impedir;21;Casa;4394;Dilma
381;decidiu impedir;21;Casa;7874;Dilma
382;decidiu impedir;21;Casa;4;Dilma
383;decidiu inabilitar;21;Casa;4394;Dilma Rousseff
384;decidiu levar;18;Senado;10305;Dilma
385;decidiu presidente;18;Senado;10305;Dilma Rousseff
386;decidiu unir;10305;Dilma Rousseff;167;PSDB
387;declara;7874;Dilma Rousseff;8364;senador José Agripino
388;declaram apoio;1290;Dilma;1290;Dilma.
389;declarou;1409;Dilma;1434;Lobão
390;declarou;120;Rio;1861;Dilma
391;declarou;120;Rio;1999;Dilma
392;declarou;4394;Dilma;377;Grazziotin.
393;declarou;708;AC;5680;Dilma
394;declarou;6;Brasil;7874;Dilma.
395;declarou presidente;1999;Dilma Rousseff;167;PSDB
396;declarou.;5680;Dilma Rousseff.;7023;Skaf
397;decretado;7874;Dilma Rousseff;18;Senado
398;defender;15;Câmara;1999;Dilma
399;defender atos;364;Júlio Marcelo.;11367;Dilma
400;defender mandatos;6;Brasília;4394;Dilma Rousseff
401;defendeu governo;8686;Lodi;4;presidente Dilma Rousseff
402;defendeu presidente;8272;Katia Abreu;7874;Dilma Rousseff
403;defendeu presidente;8886;Winston Rodrigues Lima;7874;Dilma Rousseff
404;defendida receita;24;presidente Dilma Rousseff;51;Federal
405;definir futuro;18;Senado;10305;Dilma Rousseff
406;definitivamente;10305;Dilma Rousseff;2955;do Jaburu
407;deixar assessor;3937;Giles;7874;Dilma
408;deixarem entrar;9695;Niwton Carpes da Silva;7874;Dilma
409;deixou;271;Dilma;134;Palácio
410;deixou;24;Dilma Rousseff;202;Porto Alegre
411;deixou;1999;Dilma;134;Palácio
412;deixou;4394;Dilma Rousseff;134;Palácio
413;deixou;5680;Dilma Rousseff;202;Porto Alegre
414;deixou;11367;Dilma Rousseff;134;Palácio
415;deixou;1861;Dilma;134;Palácio
416;deliberar impeachment;18;Senado;24;Dilma
417;demonstra perseguição;556;Globo;4394;Dilma Rousseff
418;demonstrado modo;1237;BA;1999;Dilma
419;denunciaram presidente;1185;Hélio Bicudo;10305;Dilma Rousseff
420;depor procurador;4394;Dilma Rousseff;3;Ministério
421;derrubar;24;Dilma Rousseff.;9;Temer
422;desceu entrada;11367;Dilma;80;Congresso
423;descreveu;1155;Chile;24;Dilma
424;descumpriu;1999;Dilma;235;Lei Orçamentária
425;descumpriu;4394;Dilma;235;Lei Orçamentária
426;descumpriu;7874;Dilma;235;Lei Orçamentária
427;desistiu ouvir;10305;Dilma José Eduardo Cardozo;160;Esther
428;deslocou avião;1999;Dilma;838;FAB
429;desmentindo afirmações;135;Planalto;1999;Dilma Rousseff
430;desmentir delator;271;Dilma;4025;Otávio Azevedo
431;desocupar dias;1999;Dilma;134;Palácio
432;desocupar dias;4394;Dilma;134;Palácio
433;desocupar dias;7296;Dilma;134;Palácio
434;desocupar dias;7874;Dilma;134;Palácio
435;despediu;10305;Dilma;134;Palácio
436;desqualificar disse;1999;Dilma;1999;Dilma.
437;desrespeitam;4;presidente Dilma;235;Lei
438;desrespeitou;7874;Dilma;80;Congresso
439;destaca ascensão;4394;Dilma;1067;Michel Temer
440;destacam afastamento;6078;Insper.;7874;Dilma
441;destacou;2123;Tribunal Federal;10305;Dilma
442;destacou afastamento;8;RJ;1409;Dilma
443;destinada depoimento;75;Justiça José Eduardo Cardozo.;7874;Dilma
444;destinada depoimento;38;Lula;7874;Dilma
445;destinado grupo;629;Eixo Monumental;4394;Dilma
446;detalharam imprensa.;9;Temer;1290;Dilma
447;deu vice;1999;Dilma Rousseff;1067;Michel Temer
448;deve desocupar;5680;presidente Dilma Rousseff;134;Palácio
449;deveriam criar;1409;Dilma;1612;Sociedade
450;deverá comparecer;24;Dilma;18;Senado
451;deverá embarcar;4394;Dilma;202;Porto Alegre
452;deverá embarcar;5680;Dilma;202;Porto Alegre
453;devido impeachment;202;Porto Alegre;4394;Dilma Rousseff
454;dirigir;1290;Dilma;134;Palácio
455;discursava;1999;Dilma;18;Senado
456;discursava;4394;Dilma;18;Senado
457;discursavam;1999;Dilma.;12;plenário
458;discursavam;4394;Dilma.;12;plenário
459;discursou;5680;Dilma;5701;Salão Leste
460;discursou;6;Brasil;7296;Dilma Rousseff.
461;discutia;1409;Dilma;1409;Dilma
462;discutindo;202;Porto Alegre;1409;Dilma
463;discutir condutas;12568;Herman;10305;Dilma
464;disse;1498;Caribe;1409;Dilma
465;disse;1409;Dilma;59;PT
466;disse;15;Câmara;1999;Dilma
467;disse;2727;Silver;1999;Dilma.
468;disse;4394;Dilma Rousseff;1248;senador
469;disse;1025;Pasadena;4394;Dilma
470;disse;4394;Dilma;5366;Mônica
471;disse;167;PSDB Aécio Neves;4394;Dilma Rousseff
472;disse;5680;Dilma;6620;Ribeiro.
473;disse;3103;Aécio;5680;Dilma
474;disse;80;Congresso;5680;Dilma.
475;disse;7438;senador Vicentinho;5680;Dilma
476;disse;8252;senador;7874;Dilma
477;disse;9237;LGBT;7874;Dilma
478;disse afastamento;8713;Literatura Mario Vargas Llosa;7874;Dilma Rousseff
479;disse auditoria;7874;presidente Dilma Rousseff;4413;INSS
480;disse fala;1434;Lobão;7874;Dilma
481;disse ferraço;849;Excelência;4394;Dilma Rousseff
482;disse governo;939;Ana Amélia;24;Dilma
483;disse governo;1999;Dilma;1067;Michel Temer
484;disse governo;4536;Antonio Carlos;7874;Dilma
485;disse governo;18;Senado;10305;Dilma
486;disse grupo;1999;Dilma;9;Temer
487;disse operador;1999;Dilma Rousseff.;3959;Spinelli José Carlos Amado. Impeachment
488;disse operador;4394;Dilma Rousseff.;3959;Spinelli José Carlos Amado. Impeachment
489;disse saída;1745;Cardozo;1861;Dilma
490;disse supor;1022;Cerveró;5680;Dilma
491;dito;1745;Cardozo;5680;Dilma
492;dividindo;24;Dilma;476;Brasil
493;divulgada afirmando;1412;Cunha;10305;Dilma
494;diz;1409;Dilma;1022;Cerveró
495;diz;1999;Dilma;527;MEC
496;diz;1185;Hélio Bicudo;4394;Dilma
497;diz;5680;Dilma;1067;Michel Temer
498;diz;7874;Dilma;1412;Cunha
499;diz;7874;Dilma Roussef;8758;Lupi
500;diz;713;Venezuela;7874;Dilma Rousseff
501;diz decisão;4394;Dilma;1412;Cunha
502;diz decisão;10305;Dilma;1412;Cunha
503;dizendo aprovado;1409;Dilma;1025;Pasadena
504;dizia;18;Senado;24;Dilma
505;dizia;18;Senado;10224;Dilma
506;do;1409;Dilma Rousseff;134;Palácio
507;do;4;presidente Dilma Rousseff;134;Palácio
508;ecoou;10305;Dilma;6;Brasil.
509;elaborada juristas;4394;Dilma;73;Miguel Reale Júnior
510;eleita;14;República;1999;Dilma Rousseff
511;elevado afastamento;241;quórum;10305;Dilma
512;elevar tom;6294;Vanessa Grazziotin;5680;Dilma
513;em;24;Dilma;913;Goiânia
514;em;7874;Dilma Rousseff;5115;Belém
515;em;11367;Dilma Rousseff;202;Porto Alegre
516;empossada presidente;1999;presidente Dilma Rousseff;1100;Conselho Curador
517;empossado presidente;1999;Dilma Rousseff;14;República
518;empossar;7874;presidente Dilma Rousseff;3103;senador Aécio Neves
519;encerraram trabalhos;4394;Dilma Rousseff;5313;Comissão
520;encontrará presidentes;559;Americana;7874;Dilma
521;encontrou provas;5300;Reale Jr;4394;Dilma
522;entrar política;24;Dilma Rousseff;0;Michel Temer
523;entrar temer;7874;Dilma;914;MST
524;entrega;24;Dilma Rousseff;38;Luiz Inácio Lula da Silva
525;entregou;10305;Dilma Rousseff;18;Senado
526;entregue;7874;presidente Dilma Rousseff;2123;Tribunal Superior
527;entrou;24;Dilma Rousseff;304;Tribunal Federal
528;entrou recurso;4;presidente Dilma Rousseff;304;Tribunal Federal
529;enviada governo;1009;CPMF;1999;Dilma
530;enviadas governo;27;PMDB;271;Dilma.
531;enviou;24;Dilma Rousseff;80;Congresso
532;enviou;1409;Dilma;80;Congresso
533;enviou;271;presidente Dilma Rousseff;2123;Tribunal Superior
534;enviou lei;5680;Dilma Rousseff;80;Congresso
535;enviou questionando;2913;Moro;271;Dilma
536;esclarece;1999;Presidenta Dilma Rousseff;1999;Presidenta Dilma Rousseff
537;escolhidas acusação;24;Dilma;24;Dilma
538;escolhido defesa;548;Luiz Gonzaga Belluzzo;1999;Dilma Rousseff.
539;escolhidos exercício;7874;Dilma Rousseff;7821;Michel Temer.
540;esperadas presenças;7874;Dilma;38;presidente Luiz Inácio Lula da Silva
541;esperado frente;7228;Marcelo Tavares;5680;Dilma.
542;esperava;1999;Dilma;134;Palácio
543;esperavam;1469;presidente Lula;5680;Dilma
544;evitar interferência;7874;Dilma;211;STF
545;ex advocacia;271;Dilma Rousseff;272;União José Eduardo Cardozo
546;ex gabinete;3935;Acrônimo;1999;Dilma Rousseff
547;ex governo;1469;presidente Lula;10305;Dilma José Eduardo Cardozo
548;ex ministro;1999;Dilma;75;Justiça José Eduardo Cardozo
549;ex ministro;3574;Fernando Pimentel;1999;Dilma
550;ex ministro;4173;Ricardo Berzoini;271;Dilma Rousseff.
551;ex ministro;271;Dilma;75;Justiça José Eduardo Cardozo
552;ex ministro;4394;Dilma Rousseff;42;Justiça
553;ex ministro;1458;Eduardo Braga;5680;Dilma
554;ex ministro;5680;Dilma Rousseff;7593;AGU José Eduardo Cardozo
555;ex ministro;10305;Dilma;75;Justiça José Eduardo Cardozo
556;ex ministro;4173;Ricardo Berzoini;10305;Dilma Rousseff
557;ex ministros;1434;Edison Lobão;1409;Dilma
558;ex ministros;4394;Dilma;2271;Antônio Palocci
559;ex ministros;63;presidente Fernando Collor;4394;Dilma
560;ex ministros;2913;Moro;4394;Dilma
561;ex ministros;38;presidente Luiz Inácio Lula da Silva;5680;Dilma
562;ex ministros;9944;Dilma;75;José Eduardo Cardozo
563;ex ministros;2076;Rodrigo Janot;10224;Dilma
564;ex ministros;917;Paraná;9944;Dilma
565;ex ministros;10305;Dilma;10653;Ricardo Berzoíni
566;ex ministros;11367;Dilma;3442;Jaques Wagner
567;ex ministros;10305;Dilma;3442;Jaques Wagner
568;ex petista;7874;Dilma;1458;Eduardo Braga
569;ex presidente;24;Dilma;1357;Uruguai
570;ex presidente;1409;Dilma;14;República
571;ex presidente;1861;Dilma;3362;República
572;ex presidente;6514;Senado;3362;República Dilma Rousseff
573;ex presidentes;59;PT;24;Dilma Rousseff
574;ex presidentes;7296;Dilma Rousseff;38;Luiz Inácio Lula da Silva
575;ex secretário;1999;Dilma;3;Ministério
576;ex secretário;10305;Dilma;1878;Política
577;excluir defesa;4394;Dilma Rousseff;4394;Dilma.
578;excluiu denúncia;15;Câmara Eduardo Cunha;4394;Dilma
579;exercida senador;10305;Dilma Rousseff;1381;José Pimentel
580;exigidos lei;1999;Dilma;72;Constituição
581;exigidos lei;4394;Dilma;72;Constituição
582;exonerou exceção;4394;Dilma;3541;Tombini.
583;exonerou exceção;7874;Dilma;3541;Tombini.
584;expedido ofício;271;Dilma Rousseff;3;Ministério
585;explica ministro;10305;Dilma;109;Ricardo Lewandowski
586;falar convite;24;Dilma;24;Dilma
587;falou;1022;Cerveró;1409;Dilma
588;falou;1999;Dilma;2756;Brasil
589;falou advogado;3362;República;5680;Dilma Rousseff.
590;falou apoio;207;PCdoB;7874;Dilma Rousseff
591;falou destituição;741;El Pais;24;Dilma Rousseff
592;falou projeto;7874;Dilma;10010;Sirius
593;falou traição;1206;Magno Malta;24;Dilma
594;fará oposição;1409;Dilma;9;Temer.
595;fará oposição;1861;Dilma;9;Temer.
596;fazem manifestação;4394;Dilma Rousseff;1539;Universidade Federal
597;fazer;7874;Dilma;6;Brasil
598;fazer fotografias;5680;Dilma Rousseff;38;presidente Luiz Inácio Lula da Silva
599;fazer governo;1412;Cunha;10224;Dilma.
600;fazer perguntas;211;STF;1999;Dilma
601;fazer perguntas;211;STF;4394;Dilma
602;fazer perguntas;211;STF;1290;Dilma
603;fazer questionamentos;24;Dilma;365;Oliveira.
604;fazer questionamentos;75;Justiça José Eduardo Cardozo;1290;Dilma
605;fazer questionamentos;75;Justiça José Eduardo Cardozo;5680;Dilma
606;faça discurso;5680;Dilma Rousseff;18;Senado
607;fecharam entrada;1861;Dilma.;134;Palácio
608;fechavam pontes;4394;Dilma Roussef;5162;Colombo Salles
609;fechou;4394;Dilma Rousseff;4099;Avenida Paulista
610;fechou;7874;Dilma;4099;Avenida Paulista
611;feitas aliados;240;PE;5680;Dilma Rousseff
612;feitas aliados;240;PE;7874;Dilma Rousseff
613;feitas presidente;24;Dilma Rousseff;1111;Transpetro Sérgio Machado
614;feitas presidente;24;Dilma;1391;Transpetro
615;feitas presidente;5680;Dilma Rousseff;1111;Transpetro Sérgio Machado
616;feitas presidente;7874;Dilma;1391;TranspetroSérgio Machado
617;feitas presidente;10305;Dilma;1391;TranspetroSérgio Machado
618;feito;80;Congresso;1409;Dilma
619;feito;4394;Dilma;1718;Moura
620;feito;5680;Dilma;7329;Muniz
621;feito gestão;519;Educação;4;presidente Dilma Rousseff
622;feriu;1157;Excelência Dilma Rousseff;72;Constituição
623;fez críticas;10305;Dilma;250;Programa Escola
624;fez pergunta;382;Kátia Abreu;5680;Dilma
625;fez pronunciamento;4394;Dilma;135;Planalto
626;fica cúpula;24;Dilma;18;Senado
627;fica cúpula;1999;Dilma;18;Senado
628;fica cúpula;4394;Dilma;18;Senado
629;fica cúpula;4;Dilma;18;Senado
630;ficar presidente;24;Dilma Rousseff;36;Tribunal Federal
631;ficará cúpula;24;Dilma;18;Senado
632;fico;2781;Ta;1999;Dilma
633;filmado rotina;4224;Oscar;7874;Dilma
634;firmar negócio;4394;Dilma Rousseff;5826;Dassault
635;fizemos governo;59;PT;271;Dilma
636;fizesse oposição;4964;PTB;9944;Dilma
637;foi;5680;Dilma;3103;Aécio Neves
638;frear operação;4394;Dilma;101;Lava Jato
639;ganhou tom;1999;Dilma;3916;anedotário
640;garantida decisão;1409;presidente Dilma Rousseff;18;Senado
641;gerenciado assessor;271;Dilma;3937;Giles Azevedo
642;gerou repercussão;9944;Dilma;10537;noticiário
643;gosta;1964;Dutra;1409;Dilma
644;gravada juiz;5680;Dilma;1216;Sérgio Moro
645;gravadas presidente;24;Dilma Rousseff;1111;Transpetro Sérgio Machado
646;ia falar;27;PMDB;5680;Dilma
647;impeachment volta;1999;Dilma;211;STF
648;impedir testemunhas.;10305;Dilma;12842;Levantamento
649;impediram apoiadores;8978;Brigada Militar;7874;Dilma
650;imputados denúncia;73;Miguel Reale Júnior;4394;Dilma
651;imputados presidente;5680;Dilma;6220;Encaminhamento
652;imputados presidente;7874;Dilma;6220;Encaminhamento
653;imputar responsabilidade;235;Lei;1999;Dilma.
654;imputar responsabilidade;1745;Cardozo;7874;Dilma Rousseff
655;impôs;18;Senado;1999;Dilma Rousseff
656;impôs derrotas;1412;Cunha;5680;Dilma
657;indicado nome;10305;Dilma;1022;Cerveró
658;indo lula;1999;Dilma;2781;Ta
659;informado;24;Dilma Rousseff;492;PRF
660;informando;9;Temer;4;Dilma
661;informou;18;Senado;24;Dilma
662;informou;5680;Dilma Rousseff;586;Secretaria
663;informou;18;Senado;10224;Dilma
664;informou imprensa;7874;Dilma Rousseff;2123;Tribunal.
665;informou jornal;1999;Dilma;556;Globo
666;informou presidente;26;Renan Calheiros;4394;Dilma
667;ingressou ação;24;Dilma Rousseff;42;Justiça Federal
668;ingressou chapelaria;10305;Dilma;80;Congresso
669;insistir impeachment;10305;Dilma.;10305;Dilma
670;integrar ministério;11367;Dilma;101;Temer. Lava Jato
671;interdita ruas;24;Dilma Rousseff;755;Centro
672;interditaram estradas;24;Dilma;917;Pará
673;interferir liderança;10224;Dilma;27;PMDB
674;intimada ministro;11367;Dilma Rousseff;109;Ricardo Lewandowski
675;intimado presidente;573;Alves;24;Dilma Rousseff
676;investigado lava;7874;Dilma Rousseff;39;Jato.
677;investigar suspeitas;1999;Dilma;59;PT
678;ir;10305;Dilma Rousseff;18;Senado
679;ir plenário;7874;Dilma Rousseff;18;Senado
680;iria cerimônia;24;Dilma;120;Rio
681;iria expor;1409;Dilma;1471;Judas
682;irá expor;7874;Dilma;1471;Judas
683;jantou;6;Brasília;5680;Dilma
684;julgada plenário;4394;Dilma;21;Casa.
685;julgada plenário;5680;Dilma Rousseff;18;Senado
686;julgada plenário;10305;Dilma;21;Casa.
687;julgar;18;Senado;24;Dilma
688;julgar;18;Senado;1999;Dilma
689;julgar;21;Casa;4394;Dilma.
690;julgar;18;Senado;7874;Dilma.
691;julgar presidente;492;PR;7296;Dilma.
692;julgar presidente;7874;Dilma;9517;Dolo
693;juntaram frente;7874;Dilma;134;Palácio
694;justificar afastamento;10677;Unidas.;10305;Dilma
695;lamentou;2752;Dilma;320;Twitter
696;lançado governo;253;PIL;10305;Dilma.
697;lembrou;1745;Cardozo;5680;Dilma
698;levada julgamento;1999;Dilma Rousseff;21;Casa
699;levada julgamento;1999;Dilma;18;Senado.
700;levada julgamento;4394;Dilma Rousseff;18;Senado
701;levada julgamento;4394;Dilma Rousseff;21;Casa
702;levada julgamento;5680;Dilma;21;Casa.
703;levada julgamento;7874;Dilma;18;Senado.
704;levada presidente;24;Dilma Rousseff;304;Tribunal Federal
705;levando prática;24;Dilma;917;Parlamento
706;levou;24;Dilma;476;Brasil
707;liberar autorização;24;Dilma Rousseff;80;Congresso
708;liberar autorização;1999;Dilma;80;Congresso
709;liberar autorização;5680;Dilma Rousseff;80;Congresso
710;liberar autorização;7874;Dilma Rousseff;80;Congresso
711;libertar lava;5680;Dilma;39;Jato.
712;limitou acesso;699;Camarotti;271;Dilma
713;líder bancada;10224;Dilma Rousseff;27;PMDB
714;manifestar plenário;7296;Dilma;18;Senado
715;manifestou afastamento;565;Evo Morales;24;Dilma
716;manter direito;18;Senado;4394;presidente Dilma Rousseff
717;manter direito;4964;PT;10305;Dilma Rousseff
718;manter elegibilidade;135;Planalto;24;Dilma
719;manter permissão;18;Senado;4394;Dilma
720;manteve;7874;Dilma Rousseff;417;Esplanada
721;manteve;18;Senado;10305;Dilma
722;manteve amizade;1999;Presidenta Dilma Rousseff;1016;diretor
723;mantém carinho;26;Renan Calheiros;4394;Dilma
724;marcar viagem;5680;Dilma Rousseff;7047;Japão
725;mencionou ações;4394;Dilma;167;PSDB
726;mencionou ações;5680;Dilma;167;PSDB.
727;mencionou presidente;1409;Dilma;14;República Michel Temer
728;mencionou presidente;1861;Dilma;1067;República Michel Temer
729;montar estruturas;10224;Dilma Rousseff;391;Teatro
730;mora. ficarei;1861;Dilma Jane;6;Brasília
731;mostrado tranquila.;24;Dilma;24;Dilma
732;mostrou;556;Globo;1290;Dilma
733;motivou protestos;7874;Dilma Rousseff;223;São Paulo
734;movida imprensa;1088;estratégia;4394;Dilma Rousseff.
735;na;1409;Dilma Rousseff;15;Câmara
736;na;1999;Dilma;15;Câmara
737;na;4394;Dilma;15;Câmara
738;na;5680;Dilma;6643;Ditadura
739;na;5680;Dilma;15;Câmara
740;na;7874;Dilma;15;Câmara
741;na;7874;Dilma;21;Casa
742;na;10305;Dilma Rousseff;15;Câmara
743;nasceu;10305;Dilma;2106;Belo Horizonte
744;negada defesas;813;Petrobras;1290;Dilma
745;negociaram;271;Dilma;59;PT
746;no;24;Dilma;18;Senado
747;no;669;DILMA ROUSSEFF;1281;SENADO
748;no;1999;Dilma Rousseff;18;Senado
749;no;2752;Dilma;134;Palácio
750;no;2814;DILMA ROUSSEFF;1281;SENADO
751;no;271;Dilma;18;Senado
752;no;4394;Dilma;508;início
753;no;4394;Dilma;1401;Facebook
754;no;4394;Dilma Rousseff;80;Congresso
755;no;4394;Dilma Rousseff;18;Senado
756;no;1290;Dilma Rousseff;18;Senado
757;no;4394;Dilma;12;plenário
758;no;5680;Dilma;18;Senado
759;no;5680;Dilma;6514;Senado
760;no;5680;Dilma Rousseff;80;Congresso
761;no;5680;Dilma;1401;Facebook
762;no;5680;Dilma;134;Palácio
763;no;7874;Dilma Rousseff;18;Senado
764;no;7874;Dilma;535;Plano Safra
765;no;7874;Dilma Rousseff;134;Palácio
766;no;7874;Dilma;320;Twitter.
767;no;9944;Dilma;18;Senado
768;no;10305;Dilma;297;Alvorada.
769;no;10305;Dilma;18;Senado
770;no;10305;Dilma Rousseff;134;Palácio
771;no;10305;Dilma Rousseff;80;Congresso
772;no;4;presidente Dilma Rousseff;2123;Tribunal
773;no;11367;Dilma Rousseff;18;Senado
774;nomeado ministro;9944;Dilma;1437;Minas
775;nomearia;9944;Dilma;38;Lula
776;nomearia;10305;Dilma;38;Lula
777;notificada decisão;1999;Dilma;18;Senado
778;ocorrendo presidente;1663;PSC;1409;Dilma
779;ocorreu;24;Dilma;15;Câmara
780;ocorreu;1999;Dilma;15;Câmara
781;ocorreu;4394;Dilma;15;Câmara
782;ocorreu;4;Dilma;15;Câmara
783;ocorreu;10305;Dilma;15;Câmara
784;ocorreu impeachment;1412;Cunha;4;Dilma.
785;ocupar cargos;1409;Dilma;211;STF
786;ocupar cargos;4;Dilma;26;Renan Calheiros
787;ocupou cadeira;9;Temer;1999;Dilma Rousseff
788;organizaram ato;4394;presidente Dilma Rousseff;2106;Belo Horizonte
789;orientava;5680;Dilma;1808;Caixa Econômica Federal
790;pagar imposto;1999;Dilma Rousseff;2533;alíquota
791;para;5635;Avião;1290;Dilma
792;para;2649;Curitiba;7874;Dilma Rousseff
793;parte família;299;gaúcha;1999;Dilma
794;participar atos;223;São Paulo;1999;Dilma
795;participar atos;223;São Paulo;4394;Dilma
796;participou governo;1012;ministro Nelson Barbosa;10305;Dilma.
797;partir impeachment;97;Presidência;10224;Dilma
798;passada impeachment;3362;República;271;Dilma Rousseff
799;passada lugar;97;Presidência;7874;Dilma Rousseff
800;passado crédito;4394;Dilma Rousseff.;55;MP
801;passar caso;261;Rodrigo Maia;10305;Dilma
802;passaram responsabilidade;1861;Dilma;59;PT.
803;passaram responsabilidade;5680;Dilma;4964;PT.
804;passou tarde;5680;Dilma;134;Palácio
805;patrocinou candidatura;5680;Dilma;82;Eduardo Cunha
806;pede;1861;Dilma;211;STF
807;pede presidente;11367;Dilma Rousseff;7821;Michel Temer
808;pedido afastamento;18;Senado;10305;Dilma Rousseff
809;pedido apoiadores;109;Ricardo Lewandowski;24;Dilma
810;pedido autorização;4394;Dilma;1584;déficit
811;pedido defesa;2123;Tribunal Superior;271;presidente Dilma Rousseff
812;pedido dispensa;1999;Dilma Rousseff;160;Esther Dweck
813;pedido impeachment;651;Janaina Paschoal;24;presidente Dilma Rousseff
814;pedido impeachment;4964;PT;4394;Dilma Rousseff
815;pedido impeachment;171;Janaína Paschoal;5680;Dilma.
816;pedido mandato;651;Janaina;1409;Dilma
817;pedido petista;10305;Dilma Rousseff;75;ministro José Eduardo Cardozo
818;pedido presidente;651;Janaina Paschoal;1999;Dilma Rousseff.
819;pedido presidente;73;Miguel Reale Júnior;4394;Dilma Rousseff
820;pedindo;211;STF;10224;Dilma
821;pedir afastamento;6;Brasília;4394;Dilma Rousseff
822;pedir impeachment;4451;Indio;4394;Dilma
823;pediu;14;República;1999;Dilma
824;pediu;1463;PR;1999;Dilma
825;pediu;271;Dilma;211;STF
826;pediu advogado;1745;Cardozo;1999;Dilma
827;pediu depoimento;7874;Dilma Rousseff;364;Júlio Marcelo
828;pediu parecer;5680;Dilma;4286;Procuradoria
829;pela;1999;Dilma Rousseff;21;Casa.
830;pela;4394;Dilma;15;Câmara
831;pelo;1999;Dilma Rousseff;18;Senado
832;pelo;4394;Dilma Rousseff;18;Senado
833;pelo;5680;Dilma;18;Senado.
834;pelo;7874;Dilma Rousseff;18;Senado
835;perde;7296;Dilma;7801;mandatoO plenário
836;perderá mandato;4394;Dilma;9;Temer
837;permanecer governo;271;Dilma.;1584;déficit
838;permaneceu;1861;Dilma;297;Alvorada
839;permitir;18;Senado;10305;Dilma Rousseff
840;placar votação;11367;Dilma Rousseff.;22;Maranhão
841;pode mudar;7874;Dilma;955;Paulo Paim
842;poderiam ajudar;211;STF;24;Dilma
843;por;838;FAB;1999;Dilma
844;posicionado favor;24;Dilma Rousseff;24;Dilma.
845;posicionado favor;766;Telmário Mota;271;Dilma Rousseff
846;posicionar impeachment;1363;Diretório;7874;Dilma Roussef
847;posicionou impeachment;1418;Mauricio Macri;1409;Dilma Rousseff
848;posicionou impeachment;4462;Macri;4394;Dilma
849;posicionou impeachment;1418;Mauricio Macri;7874;Dilma Rousseff
850;possamos apresentar;7874;Dilma Rousseff;6;Brasil
851;possui apartamento;11367;Dilma Rousseff;119;Zona Sul
852;possui bairro;7874;Dilma Rousseff;450;Tristeza
853;postar mensagens;4455;Lucas Valença;4394;presidente Dilma Rousseff
