787;5739;Carlos Marun
788;5777;Cesan
789;5804;Cacá Leão
790;5808;Leão
791;5815;Mauro Marcondes
792;5816;Cristina Mautoni
793;5820;Saab
794;5823;Boeing
795;5826;Dassault
796;5831;Sindical Democrata
797;5832;Suécia
798;5833;Stefan Lofven
799;5959;intermediária
800;5968;irresponsável
801;5972;Convocação
802;6040;Dilma. Cargos Comissionados
803;6076;G1 Ricardo Humberto Rocha,G1
804;6077;Advanced Program
805;6078;Insper.
806;6088;Dantas,Dantas.
807;6090;Socorro
808;6103;Torre
809;6109;Adriana Souza
810;6166;Valores
811;6180;Edson Antônio Edinho da Silva
812;6198;Foster
813;6199;José Sérgio Gabrielli
814;6220;Encaminhamento
815;6225;Reinaldo Gianechini.
816;6229;Candelária
817;6285;Jaques Vagner
818;6286;Ideli Salvati
819;6294;Vanessa Grazziotin
820;6325;Henrique Eduardo Alves
821;6409;Castro
822;6415;Florence
823;6418;Rogério Rosso
824;6438;senador Armando Monteiro Neto,Armando Monteiro,Monteiro,Armando Monteiro Neto
825;6469;Carlos Lupi
826;6477;Jáder Barbalho
827;6480;Pedro Chaves
828;6504;Zumbi
829;6512;Luiz Fernando Bandeira
830;6513;Melo.
831;6514;Senado,Senado. Interinidade,Senado Diego Prandino Alves
832;6528;Diretrizes Orçamentárias
833;6529;LDO
834;6566;Polícia Rodoviária Federal
835;6586;Eles,Ele
836;6605;Senhor presidente
837;6611;Legião Urbana
838;6617;Gostaria
839;6620;Ribeiro.,Ribeiro Dantas
840;6629;Deus
841;6631;Dilma Rouseff
842;6643;Ditadura
843;6675;HIno
844;6687;José Roberto Silva
845;6689;Instituto
846;6690;Colonização
847;6691;Reforma Agrária,Reforma
848;6692;Incra
849;6724;Dário Berger
850;6726;SC,ESCLARECIMENTO
851;6729;Waldemir Moka
852;6730;Alcolumbre
853;6739;Jacques Wagner
854;6798;Família
855;6803;Estádio Mané Garrincha
856;6804;Márcio Dionísio
857;6806;Norte
858;6807;Sandra Pequeno
859;6815;Guillaume Long
860;6816;Saevilla
861;6823;DEFESA,EFE
862;6826;Long
863;6830;Paraguai
864;6831;Colômbia
865;6843;Judiciário
866;6847;Francisco Falcão
867;6863;Wadih Damous
868;6866;Paulo Teixeira
869;6868;Paulo Pimenta
870;6931;Mata.
871;6940;Passadena
872;7018;Presidenta Dilma
873;7021;País
874;7023;Skaf
875;7028;Blocão
876;7029;Capitaneado
877;7034;Palácio Planalto
878;7041;Centrão
879;7047;Japão
880;7048;PPI,PP
881;7054;Infraero
882;7068;panelaço
883;7077;Grupo Odebrecht,Grupo,Grupo Odebrecht Marcelo Odebrecht
884;7124;Região
885;7151;LRF
886;7181;dimensão
887;7187;índice
888;7227;Movimeto Brasil
889;7228;Marcelo Tavares
890;7234;Benedito
891;7235;Lira
892;7296;Dilma,Dilma Vana Rousseff,Dilma.,Dilma Rousseff,presidente Dilma Rousseff,Dilma Rousseff.
893;7328;Maurício Muniz
894;7329;Muniz
895;7351;13º
896;7355;MBL
897;7363;Carta Magna
898;7365;Viana
899;7374;Omar Aziz
900;7383;Flamengo
901;7392;Piracicaba
902;7393;Acipi
903;7438;senador Vicentinho
904;7449;Avorada
905;7475;Chico Buarque,Chico
906;7483;G1 Matheus Leitão
907;7495;protestoNo
908;7506;Ministro
909;7513;Grosso
910;7550;Controle
911;7551;Atividades Financeiras
912;7552;Coaf
913;7567;Jean Wyllys
914;7588;Flavio Dino
915;7593;AGU,AGU José Eduardo Cardozo
916;7639;José Múcio,José Múcio Monteiro
917;7652;BNDES
918;7677;Augusto Mendonça
919;7678;Pedro Barusco
920;7679;Eduardo Leite
921;7681;Júlio Camargo
922;7693;Luiz Edson Fachin
923;7749;Povo
924;7756;Mundo
925;7768;Daniela Cristina
926;7801;mandatoO plenário
927;7821;Vice Michel Temer.,presidente Michel Temer,Michel,Michel Temer.,Michel Temer
928;7825;USP
929;7830;Vila Assunção,Assunção
930;7874;Srª Dilma Vana Rousseff,Dilma Roussef,Dilma,Dilma.,Dilma Rousseff,presidente Dilma Rousseff.,presidente Dilma Rousseff,Dilma Rousseff Giles Azevedo,Dilma Rousseff.,D
931;7870;senhora Presidente,senhor,senhora,senhora presidente
932;7871;República Dilma Vana Rousseff,República,República Michel Temer
933;7889;Cúpula Ibero
934;7915;André Figueiredo
935;7935;Dilma. Aliados
936;7972;GO,Acir Gurgacz,G20,G1
937;8004;Menezes
938;8018;maio secretário
939;8022;Ele Giles
940;8027;Mauro Menezes. Fiscalização,Mauro Menezes
941;8051;CCJ
942;8075;AFP
943;8077;Ansa
944;8078;Al Ahram
945;8079;Al Jazeera
946;8082;Bloomberg
947;8088;France Presse
948;8089;Telesur
949;8090;Página
950;8092;La Nación
951;8093;Xinhua News
952;8115;Furnas.,Furnas
953;8146;Assista,Assis
954;8147;Miriam Leitão
955;8185;Jataí
956;8187;Rondonópolis
957;8188;MT
958;8189;Delta
959;8190;Parnaíba
960;8206;Lapa
961;8207;Zona Oeste
962;8218;Relator
963;8252;senador José Medeiros,senador,senador José Agripino
964;8235;Cameli
965;8260;João Capiberibe
966;8272;Katia Abreu
967;8285;senador Roberto Muniz,senador Acir Gurgacz,senador
968;8340;Londrina
969;8364;José Agripino,senador José Agripino
970;8376;Lista,Lista Tríplice
971;8393;Paulo Bauer
972;8395;José Medeiros
973;8405;Lídice
974;8409;Hélio José
975;8415;Cidinho
976;8416;Armando Monteiro
977;8419;José Aníbal
978;8431;Tasso Jereissati
979;8440;Lucia Vânia
980;8441;Angela Portela
981;8442;Antonio Reguffe
982;8447;Flexa Ribeiro
983;8448;PA,ETAPA
984;8450;Paulo Rocha
985;8452;Buarque
986;8455;Comissão Executiva,Comissão,Comissão Especial
987;8469;bancário
988;8486;Militar
989;8491;Avenida Loureiro da Silva
990;8492;Rua José
991;8493;Patrocínio
992;8501;Floriano Peixoto
993;8502;Afondo Pena
994;8503;Praça,Praça Professor Jacy
995;8505;Fórum
996;8514;Júlio Delgado
997;8520;Afonso Florence
998;8529;Marcelo,Marcelo Navarro,Marcelo Maran
999;8531;Paulo Bueno
1000;8541;MMC
1001;8590;Giacobo
1002;8591;André Moura
1003;8608;Carlos Augusto Ramos
1004;8609;Carlinhos Cachoeira.,Carlinhos Cachoeira
1005;8610;Acusado
1006;8611;Cachoeira
1007;8612;Operação Saqueador
1008;8618;Demóstenes Torres
1009;8621;SAIBA
1010;8686;Lodi,Ricardo Lodi Ribeiro.,Ricardo Lodi Ribeiro
1011;8713;Literatura Mario Vargas Llosa
1012;8717;Don Mario
1013;8718;Alberto Fujimori
1014;8722;Marina Silva
1015;8758;2016Carlos LupiPresidente,Lupi
1016;8766;Nós
1017;8767;Vargas
1018;8768;Jango
1019;8769;Brizola
1020;8772;Dilma Roussef. Brasília,Brasília
1021;8774;Executivo.,Ex,Executiva
1022;8780;Verônica Sterman
1023;8804;Rede Seg,Rede
1024;8805;VTPB
1025;8806;Focal.,Focal
1026;8820;Jandira
1027;8825;Paulo Roberto Costa
1028;8832;João Santana,PT João Santana
1029;8834;Fábio Tofic
1030;8856;Ivan Marx
1031;8884;Bloco
1032;8886;Winston Rodrigues Lima
1033;8978;Brigada Militar
1034;9009;Empresa Pública
1035;9026;Sergipe
1036;9039;inconsistência
1037;9066;Rádio Metrópole
1038;9100;cassação
1039;9131;Planato
1040;9168;FHC
1041;9172;Eunício Oliveira
1042;9195;Terra
1043;9198;Humanista
1044;9237;LGBT
1045;9239;Jader Barbalho
1046;9242;Priante
1047;9247;Vidigal
1048;9259;Subchefia
1049;9260;Análise
1050;9261;Acompanhamento
1051;9273;Roberto D
1052;9315;Mantega
1053;9318;Arno Augustin.
1054;9352;Atitude
1055;9357;Flavio Caetano
1056;9360;Caetano
1057;9364;VTIB
1058;9375;RED SEG
1059;9377;FOCAL
1060;9381;FLAVIO CAETANO
1061;9438;Shinzo Abe
1062;9439;premiê
1063;9440;Espanha
1064;9517;Dolo
1065;9571;Nascido
1066;9574;Faculdade
1067;9577;Pernambuco
1068;9588;TV,TV Brasil
1069;9591;emissário
1070;9615;Pronatec
1071;9642;Seguro Social
1072;9667;Secretário Executivo
1073;9669;Alberto Beltrame
1074;9695;Niwton Carpes da Silva
1075;9707;Bird
1076;9708;Joaquim Levy,Joaquim Levy.
1077;9712;Levy
1078;9729;Detran
1079;9769;Anna Muylaert
1080;9770;Maria,Maria Augusta Ramos
1081;9771;Petra,Petra Costa
1082;9786;Mineira
1083;9789;Olhos
1084;9790;Ressaca
1085;9838;Múcio,José Múcio Monteiro
1086;9865;Igualdade Racial
1087;9866;Nilma Lino Gomes
1088;9944;Dilma,Dilma. Lista,Dilma Edinho Silva
1089;9948;Ideli Salvatti
1090;9955;Proteção
1091;9956;Emprego
1092;9972;Franca
1093;9977;Movimento Brasil Limpo,Movimento
1094;9980;Alexandre Pugliesi Leite,Alexandre
1095;10004;Pesquisa
1096;10006;Polo
1097;10010;Sirius
1098;10013;Cnpem
1099;10020;aviões
1100;10024;Rogério Cezar Cerqueira Leite
1101;10025;condomínio Alto
1102;10040;PSL
1103;10046;Expedito Netto,Ex
1104;10154;Fronteiras
1105;10171;Lúcia Vânia
1106;10175;Executivo.,Ex,Poder Executivo
1107;10199;Cristiano Zanin Martins
1108;10203;LULA
1109;10204;Antonio Patriota
1110;10224;Dilma,Dilma. Desafeto,Dilma.,Dilma Rousseff,presidente Dilma Rousseff,Dilma Rousseff.
1111;10231;ministro Miguel Reale Jr.,Miguel Reale Jr.
1112;10240;Costa,Antônio Carlos Costa D
1113;10305;Dilma José Eduardo Cardozo,Dilma Roussef,Dilma,Dilma.,Dilma Rousseff,presidente Dilma Rousseff.,presidente Dilma Rousseff,gestão Dilma Rousseff,Dilma Rousseff.
1114;10323;ministro Aloízio Mercadante,Aloízio Mercadante
1115;10328;Coimbra
1116;10390;trajetória
1117;10404;Protesto
1118;10410;ginásio Nilson Nelson
1119;10448;liturgia
1120;10454;Rolls
1121;10461;Royce conversível,Royce
1122;10481;Decoro Parlamentar
1123;10523;Abreu
1124;10537;noticiário
1125;10567;Lopes
1126;10581;Fernando Coelho Filho
1127;10627;Tortura
1128;10653;Ricardo Berzoíni
1129;10659;Hollanda
1130;10668;Assembleia
1131;10677;Unidas.
1132;10693;OAB Marcello Lavenère
1133;10696;Guilherme Boulos
1134;10730;Fitch
1135;10778;Gilson Bitencourt,G1
1136;10852;Tamo
1137;10879;Fachin
1138;10883;Luiz Philippe
1139;10884;Orleans
1140;10885;Bragança
1141;10897;Ricardo Damasceno.
1142;10966;mínino
1143;11030;Sério Moro
1144;11043;Filippi Júnior
1145;11045;Filippi Jr.
1146;11047;Janaina Costa
1147;11048;Oliveira,Oliveira Gadelha,Oliveira.
1148;11050;Mendes
1149;11051;solidária
1150;11055;Fillipi Jr.
1151;11060;Osmar Terra
1152;11074;atípica
1153;11099;Paulo Pereira da Silva
1154;11107;José Rainha
1155;11108;Paulinho
1156;11111;D,Desenvolvimento Agrário
1157;11112;reformulação
1158;11161;senador Vital
1159;11162;Rêgo
1160;11169;Berzoini
1161;11171;OAS
1162;11329;Ibovespa
1163;11349;Dia Brasil
1164;11354;Campanha
1165;11367;Dilma Vanna Rousseff,Salário Dilma Rousseff,Dilma,Dilma.,Dilma Rousseff,Dilma Rousseff.
1166;11374;Dyogo Oliveira,Dyogo
1167;11425;Miguel Rossetto
1168;11427;Luís Roberto Barroso
1169;11431;Cidade Ocidental
1170;11441;Barroso
1171;11451;São Sebastião
1172;11453;Manaus
1173;11455;Ferreira
1174;11459;Bandeira
1175;11564;paródias
1176;11567;Construção
1177;11568;Pedra
1178;11569;G20,Geni
1179;11622;Itamar Franco
1180;11625;Caçula
1181;11626;Michel Miguel Elias Temer Lulia
1182;11668;centrão
1183;11750;MA,MAIS.
1184;11781;Vila Velha
1185;11782;Ponte
1186;11783;Praia
1187;11913;Débora Fabri
1188;11927;São Bernardo do Campo
1189;11929;ABC
1190;11931;Turquia
1191;11939;doutrinação
1192;11949;comando
1193;11950;Sarney Filho.,Sarney Filho
1194;11974;Luciana Santos
1195;11990;Eugênio Aragão
1196;11996;Patrus Ananias
1197;12001;Sandra Brandão
1198;12006;Principal
1199;12027;Antônio Carlos Rodrigues
1200;12053;Articulação Política,Política
1201;12034;Izabella Teixeira
1202;12041;PAC
1203;12044;Miriam Belchior
1204;12046;Nelso Barbosa
1205;12054;Tereza Campello
1206;12057;Jorge Messias
1207;12059;Dayse Baretta
1208;12061;Fátima Carneiro
1209;12063;Olímpio Cruz
1210;12064;Paula Zagotta
1211;12065;Roberto Stuckert
1212;12066;Tiago Falqueiro
1213;12067;Wagner Caetano
1214;12068;assessorPresidentes,Presidente
1215;12075;Renato Rebelo
1216;12091;Pátria
1217;12104;Lula,Luiz Inácio Lula da Silva,República Luiz Inácio Lula da Silva
1218;12254;Seando
1219;12307;sua
1220;12326;Itália
1221;12342;subsitência
1222;12370;Cilair Rodrigues,Cilair
1223;12353;José Geraldo França Diniz
1224;12356;Previdência Social
1225;12357;Walter Baere
1226;12358;Araújo Filho
1227;12383;Diego Alves
1228;12395;ANPR
1229;12433;CNMP
1230;12452;Red Seg
1231;12465;PEDE
1232;12467;Parecer Técnico Contábil Divergente
1233;12468;áudio,Cláudio Wagner
1234;12477;Advogado
1235;12481;Crescimento
1236;12492;Resende
1237;12502;Engenharia
1238;12503;Arquitetura
1239;12504;Urbanismo
1240;12507;Unicamp
1241;12508;ferroviário
1242;12509;Ferrovia Norte
1243;12513;Antonio Palocci
1244;12568;Herman
1245;12598;República Ivan Cláudio Marx,República
1246;12631;BR Distribuidora.
1247;12639;prévio
1248;12647;Rhayane
1249;12648;Almeida
1250;12649;Suelen Garcia
1251;12676;Marcos Lisboa
1252;12677;Vescovi
1253;12793;Ceará
1254;12794;Will Pereira.
1255;12802;dom Luiz
1256;12803;Chefe
1257;12842;Levantamento
1258;12879;Dias Toffoli
1259;12888;Plano Plurianual
1260;12922;senador Sérgio Petecão
1261;12932;JHC
