286;1075;superávit
287;1082;senhor,senhora,senhora Presidenta Dilma Rousseff,senhora presidente Dilma,senhora presidente,senhora presidente Dilma Rousseff
288;1088;estratégia,estratégias
289;1093;Meirelles
290;1096;ministro Nelson Barbosa,Nelson Barbosa
291;1099;Goiás
292;1100;Conselho Administrativo,Conselho,Conselho Curador
293;1103;Friboi
294;1104;dólaresAcompanhe,dólar,dólares
295;1111;Sérgio Machado,Petrobras Sérgio Machado.,Sérgio Machado.,Transpetro Sérgio Machado
296;1116;senador Cássio Cunha Lima.
297;1147;Maia
298;1155;Chile
299;1157;Dilma Rousseff,Excelência Dilma Rousseff,Dilma Rousseff.,Rousseff
300;1158;Cubadebate,Cuba Fidel Castro,Cuba
301;1171;Márcia
302;1172;Alencar
303;1185;Hélio Bicudo.,Hélio Bicudo
304;1191;Ricardo Lewandowisk.,Ricardo Lewandowisk
305;1201;Espírito,Espírito Santo. Ato
306;1202;Rose
307;1205;ASSESSORIA,ES
308;1206;senador Magno Malta,Magno Malta
309;1207;Ricardo Ferraço,senador Ricardo Ferraço
310;1216;Sérgio Moro.,Sérgio Moro,Mônica Moura. Sérgio Moro
311;1223;Rosa Weber,Rosa Weber.
312;1237;B,BA
313;1248;senador Lindbergh,senador,senador Jorge Viana,senador Lindberg
314;1261;Edinho Silva,ministro Edinho Silva,Edinho
315;1264;Mato Grosso
316;1266;EMS
317;1281;SENADO
318;1290;Dilma Vanna Rousseff,Dilma Vanna Roussef,Dilma,Dilma.,Dilma Rousseff,Dilma Rousseff.
319;1307;Flávio Caetano
320;1318;ministro Guido Mantega,G1,Guido Mantega
321;1353;Rui Falcão,Falcão
322;1348;Fundação Perseu Abramo
323;1357;Uruguai
324;1358;Pepe Vargas
325;1360;RS
326;1363;Diretório
327;1371;João Berchmans Serra,Berchmans
328;1380;STJ Marcelo Navarro Ribeiro Dantas,STJ
329;1381;José Pimentel,Pimentel
330;1382;Caoa
331;1383;Hyundai
332;1386;Indústria
333;1387;Comércio Exterior
334;1391;Transpetro,TranspetroSérgio Machado
335;1400;Hora,Horacio Sevilla
336;1401;Facebook.,Facebook
337;1403;Fisco
338;1409;Dilma Roussef,Dilma,Dilma.,Dilma Rousseff,presidente Dilma Rousseff,Dilma Rousseff. Operação Greenfield,Dilma Rousseff.,senhora Dilma Rousseff
339;1410;Laerte Bessa
340;1411;DF
341;1412;Cássio Cunha Lima,Cunha.,Cássio Cunha Lima.,Cunha,Cunha Lima.,senador Cássio Cunha Lima
342;1413;Suíça
343;1417;Cristina Kirchner
344;1418;Mauricio Macri,Mauricio Macri.
345;1423;Rafael Correa
346;1424;Equador,Equador. Parceria Brasil,Equador.
347;1430;Organização
348;1431;OCDE
349;1434;Edison Lobão,Lobão,senador Edison Lobão
350;1437;Minas,Minas Gerais.
351;1444;João Alberto Souza
352;1446;Roberto Rocha
353;1455;Garibaldi Alves Filho,Garibaldi Alves
354;1458;Amazonas Eduardo Braga,Eduardo Braga
355;1460;Marta,Marta Suplicy
356;1461;SP,SPE
357;1462;Eduardo Lopes,PMDB. Eduardo Lopes
358;1463;PR,PRB
359;1465;Fernando Bezerra Coelho
360;1469;pré,presidente Lula
361;1471;Judas
362;1480;Havana
363;1482;ícone
364;1483;Bertolt Brecht. Encontros A
365;1487;Fidel Castro,Fidel
366;1489;Raúl Castro
367;1490;Mariel,Mariel Marley Marra
368;1492;Odebrecht.,Odebrecht
369;1495;Barack Obama
370;1498;Caribe
371;1508;Hay
372;1509;años
373;1510;Pero
374;1511;Bertold Brecht
375;1513;Fernando Henrique Cardozo
376;1526;Política Monetária
377;1527;Copom.,Copom
378;1528;Alexandre Tombini,Alexandre,Alexandre Moraes
379;1538;professor,pré,professor Orlando Fontes Lima Júnior
380;1539;Universidade,Universidade Federal
381;1546;senador Ronaldo Caiado,Ronaldo Caiado
382;1547;GO
383;1550;Caiado
384;1568;Palácio Jaburu
385;1575;Fernanda Takai
386;1576;Pato Fu
387;1584;déficit
388;1593;Comissão Processante,Comissão,Comissão Especial
389;1608;Não
390;1609;Golpe
391;1612;Sociedade
392;1613;Propósito Específico
393;1615;Guarulhos
394;1617;Campina,Campinas
395;1619;Confins
396;1620;Alagoas
397;1626;Sindicato
398;1627;Seguridade Social
399;1628;Trabalho
400;1632;Sinteal
401;1633;Lourenço
402;1641;Jorge Rodrigo Araújo Messias
403;1642;Bessa,B,Bessias
404;1646;presidente Luiz Inácio Lula
405;1647;Silva,Fernando Silva Bispo,Silva.
406;1656;Decreto
407;1662;senador Eduardo Amorim,Eduardo Amorim
408;1663;PSC
409;1717;Dilma. João Santana,João Santana
410;1718;Auro Moura Andrade,Moura
411;1723;Zwi Scornicki. Mônica Moura,Mônica Moura
412;1725;João Vaccari,João Vaccari Neto.
413;1726;Zwi,Zwi Skornicki,Zwi Skornick
414;1745;Cardozo.,Cardozo
415;1753;Solidariedade
416;1759;Requerimento
417;1786;polêmica
418;1801;Reuters
419;1807;Occhi
420;1808;Caixa.,Caixa Econômica Federal,Caixa,Caixa Seguridade
421;1861;Dilma,Dilma Jane,Dilma Carlos Araújo,Dilma Bolada,Dilma.
422;1836;Justificar
423;1846;ilegítimo
424;1864;Segunda Turma
425;1865;interceptação telefônica
426;1869;Agravante
427;1873;Gilson Bittencourt
428;1878;Política Agrícola,Política
429;1877;André Nassar
430;1882;Tesouro
431;1889;Social Liberal,Social
432;1890;Bndes
433;1891;Safra Agrícola
434;1894;Bolsa Família,Bolsa
435;1895;Seguro Desemprego.
436;1900;Bittencourt.
437;1925;presidente Micel Temer
438;1929;Vicentinho Alves,Vicentinho,senador Vicentinho Alves
439;1933;falácia
440;1941;Administração
441;1943;Diretoria Executiva
442;1962;Esquece
443;1964;Dutra
444;1977;térmica
445;1991;NOTA
446;1992;PR,IMPRENSAA
447;1995;vídeo
448;1997;Folha On Line,Folha
449;1998;ImprensaEm,Imprensa
450;1999;D,Dilma,Dilma Roussef,Dilma Rousseffx,Dilma.,Dilma Rousseff,Dilma Rousseff. Janet Yellen,presidente Dilma Rousseff,Presidenta Dilma Rousseff,Dilma Rousseff.,Dilma Rousseff. LEIA
451;2007;Refinaria
452;2009;Marlim
453;2010;ASTRA
454;2011;Astra
455;2026;Sanders.,Bernie Sanders. Reitero,Bernie Sanders
456;2056;senador,senador Anastasia,senador Aécio Neves
457;2076;Rodrigo Janot
458;2106;Belo Horizonte
459;2122;Segurança Institucional
460;2123;Tribunal,Tribunal Federal,Tribunal Superior,Tribunal Federal.,Tribunal.,Tribunal Superior Eleitoral.,Tá
461;2129;DCO Informática Comércio,Ética
462;2131;DCO,DCO Informatica Ltda
463;2140;Supremo,Supremo.
464;2142;Uberlândia
465;2181;Ataídes Oliveira,Ata
466;2188;personalíssima
467;2197;Geraldo Prado.,Geraldo Prado
468;2200;UFRJ
469;2213;Marcelo,Marcelo Odebrecht,Marcelo Nobre.
470;2220;Avila,ávila,Ávila,ávila Carvalho
471;2229;BBC Brasil,BC.,B,BBC,BC
472;2238;Movimentação Financeira
473;2247;Guimarães
474;2255;Aneel
475;2271;Antônio Palocci
476;2276;Alberto Youssef
477;2313;Código
478;2314;Processo,Processo Penal
479;2315;CPP,PP
480;2349;Nova York
481;2350;EUA
482;2354;DR,DRU
483;2396;Janet Yellen
484;2454;impeachmentNa
485;2480;ÍNTEGRA
486;2481;DILMA APRESENTA PARECER CONTÁBIL DIVERGENTE,PARECER CONTÁBIL DIVERGENTE,CE,PARECER
487;2511;Portugal
488;2523;Cronograma
489;2527;Me,Mesa,Mesa Diretora
490;2533;alíquota
491;2534;Raul Castro
492;2541;Jorge Pontual
493;2544;FMI
494;2547;Regra
495;2569;Beto Mansur
496;2573;Advocacia
497;2607;Exteriores
498;2618;Itamaraty
499;2626;Aliança Bolivariana
500;2628;Tratado
501;2629;TCP
502;2638;Samper
503;2649;Curitiba
504;2661;Janot
505;2752;Dilma,xará Dilma Queiroz
506;2756;Brasil,TimeBrasil
507;2723;Felipe,Felipe Wu,Felipe.
508;2727;Silver
509;2733;Rafaela Silva
510;2734;Poliana Okimoto
511;2736;Usain Bolt
512;2740;Thiago Braz
513;2743;Isaquias Queiroz
514;2745;CanoagemVelocidade
515;2747;canoísta
516;2751;Cumprimento,pré
517;2757;BRA
518;2761;Blog
519;2774;Operação Omertà
520;2781;Cleusa Tamer Schincariol,Ta
521;2813;Marcos Rogério
522;2814;DILMA ROUSSEFF,RO,GOVERNO DILMA ROUSSEFF
523;2816;Ficha Limpa.,Ficha Limpa
524;2817;Márlon
525;2825;Roraima
526;2834;interrogála
527;2838;Jackson Hole
528;2842;Lerosa
529;2854;pátrio
530;2883;Eleonora Menicucci. Visita,Eleonora Menicucci
531;2886;Lindbergh
532;2913;Sérgio Moro. Dilma,Moro
533;2914;desfaçatez
534;2934;Direitos Humanos.,Direito
535;2955;Jaburu.,Jaburu,do Jaburu
536;2956;Aviação
537;2958;Ulysses Guimarães
538;2959;Moreira Franco
539;2970;Legislativo.
540;2981;SLW
541;2982;João Paulo
542;2983;Gracia Correa.,G1
543;2984;Bank
544;2985;America Merrill Lynch
545;2986;Juros
546;2994;senador,senador Humberto Costa,senador Telmário Mota
547;2999;Pesca,Pesca.
548;3002;Mariano Rajoy,Mariana,Maria
549;3003;Candidato
550;3007;Eduardo Paes
551;3015;Crivella
552;3034;Dilma Rosseff
553;3039;Aldo Rebelo
554;3081;Sílvio Cosa
555;3103;Aécio,Aécio Neves,Aécio Neves.,senador Aécio Neves
556;3105;Brazziotin
557;3130;senador Humberto Costa,Humberto Costa,Humberto Costa.
558;3139;José Agripino Maia,Agripino Maia.
559;3164;Jair Bolsonaro
560;3167;coronel Carlos Alberto,coronel
561;3168;Coronel Carlos Alberto,Carlos Alberto
562;3169;Ustra
563;3172;PV
564;3174;Reconhecido
565;3175;Bolsonaro
566;3180;Cel,Edson Celulari
567;3183;São João
568;3185;BahiaGrupo,Bahia.,Bahia
569;3187;Verde
570;3188;Regimento Interno
571;3198;Canoas
572;3224;Miguel Rosetto
573;3235;avião
574;3312;Momento
575;3362;República Dilma Rousseff,República Dilma Roussef,República,República Federativa
576;3334;Aloysio Nunes Ferreira,Aloysio Nunes
577;3346;Requião,Roberto Requião,senador Roberto Requião
578;3356;senhor presidente
579;3376;Mendonça Filho,Mendonça
580;3382;Médico
581;3384;Amapá
582;3385;Waldez Góes
583;3402;Goldfajn
584;3403;CMN
585;3409;G20,Guarujá
586;3410;Atibaiafoi
587;3417;Seguinte
588;3419;Uhum
589;3422;Tchau,Tchau. Lula
590;3439;UTC
591;3440;Ricardo Pessoa
592;3442;ministro Jaques Wagner,Jaques Wagner.,Jaques Wagner
593;3447;Economia
594;3462;UFMG
595;3463;Thomás Turbando
596;3466;garçom
597;3471;Mulheres
598;3472;Luto
599;3477;Daniela Fragoso
600;3511;Silvio Costa
601;3541;Tombini.,Tombini,Tom
602;3542;Ilan Goldfajn
603;3553;ascensão
604;3560;Savassi.
605;3574;Fernando Pimentel
606;3580;Brasil.,B,Brava Gente Brasileira,Brasil
607;3587;Tancredo Neves
608;3592;Parabenizo
609;3593;José Eduardo Cardoso
610;3606;Rossetto
611;3649;Juca Ferreira,Jucá
612;3655;Paula Rousseff Araújo,Rousseff
613;3659;Esquina
614;3660;Avenida Borges
615;3661;Medeiros
616;3662;Rua,Rua Lima
617;3670;Projeto Consultoria
618;3671;Grupo,Grupo Caoa
619;3694;Correparti
620;3695;Ricardo Gomes
621;3698;temporário
622;3741;Itamaray
623;3742;El Salvador
624;3745;Salvador Sánchez Cerén,Salvador
625;3767;Hangzhou.,Hangzhou
626;3768;Líderes,Líder
627;3783;Proposta
628;3784;Emenda
629;3790;Teto
630;3798;Gastos
631;3802;Nobel
632;3803;Joseph Stiglitz
633;3827;Nabor Bulhões
634;3837;informática
635;3909;Contraste
636;3916;anedotário
637;3920;senador,senador Eduardo Suplicy,senador Álvaro Dias
638;3924;David Fleischer
639;3927;Época
640;3929;Bené,ministro Herman Benjamin,Herman Benjamin
641;3935;Acrônimo
642;3937;Dilma Giles Azevedo,Giles,Giles Azevedo
643;3945;Pepper
644;3946;Danielle Fonteles
645;3951;Click
646;3959;Spinelli José Carlos Amado. Impeachment
647;3970;término
648;3973;Petrobras. Depoimentos,Depoimento
649;3999;História
650;4009;Andrade Gutierrez Otávio Marques,Andrade Gutierrez
651;4010;Azevedo.,Azevedo
652;4012;Araraquara
653;4022;Bruno César Lorencini
654;4025;Otávio Azevedo,Andrade Gutierrez Otávio Azevedo
655;4032;Sr. Otavio Marques,Sr
656;4034;Rádio Mirante,Rádio Itatiaia,Rádio
657;4042;Criança Feliz
658;4069;Antônio Carlos D
659;4081;Avenida Copacabana.
660;4096;gás lacrimogêneo
661;4099;Avenida Paulista
662;4105;Aquarius
663;4106;Cannes
664;4145;gestão Dilma,gestão
665;4158;Santa Catarina,Santa
666;4173;Ricardo Berzoini
667;4175;CPI
668;4179;Léo Pinheiro,Léo Pinheiro. Ricardo Berzoini,Léo Pinheiro.
669;4177;Gim Argello
670;4181;CPMI
671;4182;Marco Maia,Marcos Rogério,Marco
672;4209;térreo
673;4224;Oscar,Oscar Niemeyer
674;4264;Hoffmann
675;4277;Lago Paranoá,Paraná
676;4286;Procuradoria.,Procuradoria
677;4291;Roberto Messias,Roberto Rocha,Roberto
678;4308;década
679;4333;PSOL
680;4335;PIB,PI
681;4394;Dilma. Protesto,Dilma Rousseff disporão,Dilma Rousseff Edinho Silva,Dilma Roussef,Dilma,Dilma.,Dilma Rousseff,presidente Dilma Rousseff,gestão Dilma Rousseff,Dilma Rousseff.
682;4385;Fora Zika Dilma
683;4386;Fora PT,Fora,Fora Temer
684;4398;Planaltina
685;4410;Gabas
686;4411;Iracemo
687;4413;INSS
688;4430;Aposentadoria
689;4439;ministro Carlos Gabas,Carlos Gabas
690;4445;repórter
691;4451;Indio
692;4455;Lucas Valença,Valença,Vale
693;4462;Macri
694;4471;Mercosul.,Mercosul
695;4478;Maurício Macri
696;4493;ONU.,ONU
697;4495;The Wall Street Journal,Wall Street Journal
698;4497;Le Figaro
699;4511;TRF4
700;4517;agrícola
701;4519;perímetro
702;4524;GDF
703;4536;senador Antonio Carlos Valadares,Antonio Carlos
704;4564;Progressista
705;4567;Bastos
706;4568;BDNES
707;4596;Internet
708;4620;Braga,Sônia Braga. Manifestantes
709;4625;Cultura.,Cultura
710;4629;MinC
711;4672;Moody ´,Moody
712;4671;Maziad
713;4712;Álvaro Dias,senador Alvaro Dias
714;4723;Executivo,Executivo.,Ex,Executivo Federal,Executiva
715;4727;Petrobrás
716;4735;homologação
717;4737;Jornal
718;4745;desequilíbio
719;4824;Datafolha
720;4839;S. Paulo
721;4863;Moraes.,Moraes
722;4900;Clarín
723;4908;Guardian,The Guardian,G1
724;4911;Der Spiegel
725;4922;Antônio D
726;4964;EPTC,PT.,PTC,PTB,PT
727;4959;Relembre
728;4963;Jovair Arantes
729;4973;Julgamento
730;5027;tripé
731;5064;Quintão
732;5068;Baleia Rossi.,Baleia Rossi
733;5099;Guarda
734;5108;Juiz
735;5115;Belém
736;5118;João Pessoa,Avenida João Pessoa
737;5119;Via Expressa Padre Zé,pré
738;5121;Paraíba
739;5136;JaneiroManifestantes,Manifestantes
740;5131;Recife
741;5137;Cinelândia
742;5143;Bernardo,Bernardo Vieira
743;5144;Zona Leste
744;5145;Natal
745;5150;Parcão
746;5151;Festa
747;5152;Goethe
748;5153;Chopp
749;5157;Araguaiana,Água
750;5158;Porto Velho
751;5162;Colombo Salles
752;5163;Pedro Ivo
753;5164;Florianópolis
754;5167;Museu
755;5168;Arte
756;5170;Masp
757;5178;Paulista
758;5185;Piauí
759;5186;Francisco Ferreira
760;5254;Simone Tebet
761;5281;Machado
762;5300;Reale Jr,Reale,Miguel Reale Jr
763;5313;Comissão,Comissão Interamericana,Comissão Especial
764;5315;OEA
765;5354;Sergio Moro,Sergio Moro.
766;5363;Acarajé
767;5366;Mônica
768;5417;Fiesp,Fies
769;5425;PT reclame,PT
770;5448;Ética Pública,Ética
771;5481;Carlos Higino
772;5482;Controladoria
773;5485;Fabiano Silveira
774;5487;Embaixada
775;5509;Bridge
776;5510;BRO
777;5522;senador Jorge Vianna
778;5557;Interrogatório
779;5598;El País
780;5611;Brasil.,B,Brasil,Brasileira,TV Brasil,Frente Brasil Popular
781;5635;Avião
782;5658;Lindberg Faria
783;5680;Dilma Rousseff. Tentativa,Dilma,Dilma Vana Rousseff,Dilma.,Dilma Rousseff,presidente Dilma Rousseff,Dilma Rousseff.
784;5685;Hino
785;5701;Salão Leste
786;5708;Ravenna
